ID,Object _ID,Pincode,Office Name,office type,Circle Name,Region name,Division name,State,Distrct,Country,Lattitude,Longitude,Area,Length,Shape,Total Households,Total Population,Male Population,Female Population
700074,11249,700074,Dumdum Road,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.621211,88.406351,1819178.297,6366.488295,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700076,11251,700076,Dakshineswar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.659745,88.366375,3179759.661,7307.685972,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700077,11252,700077,Bediapara,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.631369,88.397442,639131.8424,4321.66218,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700079,11254,700079,Italghacha,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.649217,88.428633,1798397.975,6623.730213,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700080,11255,700080,Jessore Road,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.625847,88.422845,1069175.487,5211.439604,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700081,11256,700081,Rajbari Colony,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.644868,88.419771,697724.8312,4449.645894,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700132,11258,700132,Ganganagar North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.667719,88.466908,4485098.374,12272.51022,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700133,11259,700133,Michealnagar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.679113,88.443999,3347540.066,9945.072055,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700134,11260,700134,Nilachal,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.66862,88.432891,275908.0389,2587.600528,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700135,11261,700135,Rajarhat,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.588651,88.542208,168920185.2,108468.9641,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700157,11270,700157,Hatiara,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.61424,88.450255,3513576.898,8256.823402,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700158,11271,700158,Bisharpara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.664956,88.437448,1497390.398,6346.789696,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700159,11272,700159,Aswini Nagar,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.607884,88.431662,672929.3822,4028.78646,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700161,11273,700161,New Town Action Area II,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.596225,88.468392,3630857.583,9982.90794,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700162,11274,700162,Gouranganagar,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.594599,88.455236,4358787.487,8630.749058,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700083,11281,700083,East Belghoria,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.671804,88.397034,2458461.35,8107.565762,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700089,11288,700089,Lake Town North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.602409,88.406699,1087513.979,7352.996281,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700090,11289,700090,Netaji Colony,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.63876,88.389188,4163009.079,10516.06926,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700091,11290,700091,Nabadiganta IT,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.582623,88.42891,5669960.409,11558.97408,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700097,11296,700097,Purbachal,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.575781,88.4075,1028087.995,4549.448353,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700102,11297,700102,Krishnapur North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.593189,88.438467,3474248.746,8746.849769,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700114,11301,700114,Bangodaya,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.690236,88.392805,2424990.599,7581.534159,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700115,11303,700115,Sukchar North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.704173,88.372785,2174970.045,6811.928555,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700116,11304,700116,BD Sopan,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.71342,88.372241,1614654.251,5569.605381,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700117,11306,700117,Jeliapara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.723285,88.36703,4070009.571,9513.574259,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700118,11307,700118,Rahara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.729213,88.388041,5509216.517,12251.45682,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700123,11308,700123,Barrackpore R S,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.785354,88.383715,2542108.764,9382.754031,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700130,11310,700130,Madhyamgram Bazar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.701241,88.45077,6493256.623,13868.17294,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700048,11316,700048,Patipukur,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.600356,88.397761,1657380.953,6006.863538,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700057,11317,700057,Nowdapara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.670042,88.369601,2117162.315,6941.706813,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700028,11337,700028,Dumdum,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.63665,88.426653,5709732.473,15283.88277,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700030,11339,700030,Bonhooghly,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.621074,88.396087,2225794.453,9719.420522,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700058,11341,700058,Elias Road,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.693729,88.371292,1062832.209,4654.535887,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700035,11343,700035,Alambazar,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.648694,88.36326,3708239.591,9578.827688,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700036,11344,700036,Kuthighat Road,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.636775,88.366489,3646820.425,9198.446716,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700049,11351,700049,Udaipur,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.666247,88.409507,5991231.273,13377.25266,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700051,11353,700051,Birati,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.666827,88.423077,4981694.106,12992.5843,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700059,11354,700059,Desh Bandhu Nagar,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.603809,88.443274,3562259.779,11266.71641,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700052,11355,700052,Kolkata Airport,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.652096,88.453058,14777614.69,20639.37839,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700055,11358,700055,Bangur Avenue,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.609469,88.41065,2482742.804,7341.214611,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700056,11359,700056,Belgharia,H.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.664847,88.383702,6905957.712,14571.05664,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700064,11365,700064,Labony Estate,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.592165,88.410201,5393273.842,10105.68708,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700065,11366,700065,Rabindra Nagar,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.643987,88.408028,4686455.172,9466.414073,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700101,11372,700101,Prafulla Kanan,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.604021,88.425435,1200605.361,5161.91857,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700105,11375,700105,Dhapa,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.540749,88.432118,23154545.7,24973.06751,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700106,11376,700106,Bidhan Nagar IB Market,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.576589,88.41673,2327020.657,7744.151858,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700108,11378,700108,ISI PO,S.O,West Bengal Circle,Kolkata Region,Kolkata North Division,West Bengal,24 Paraganas North,India,22.64743,88.382277,1806314.432,6607.200458,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700109,11379,700109,Agarpara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.681478,88.374416,3740902.756,9813.37754,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700110,11380,700110,Tirtha Bharati,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.700749,88.386728,5226026.158,15361.17657,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700111,11381,700111,Ghola Bazar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.686308,88.406668,3606720.302,8336.773385,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700112,11382,700112,Pansila,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.718558,88.396094,2433279.493,8392.067731,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700113,11383,700113,Natagarh,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.712818,88.418808,15380016.58,20803.02,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700119,11384,700119,Titagarh,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.742908,88.385478,8546228.291,21856.74009,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700120,11385,700120,Barrackpore,H.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.765915,88.356014,12163705.79,16431.30946,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700121,11386,700121,Nilganj Bazaar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.766735,88.421377,41065158.45,38442.2981,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700122,11387,700122,Jaffarpur,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.765931,88.380425,8551021.399,17363.99683,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700124,11388,700124,Barasat,H.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.725428,88.4972,20606593.74,24244.85059,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700125,11389,700125,Noapara North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.769804,88.473589,41929988.38,52881.21458,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700126,11391,700126,Nabapally,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.796145,88.480883,22403433.27,35003.82611,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700127,11392,700127,Hridaypur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.719035,88.465433,10318633.82,18490.14876,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700131,11394,700131,Newbarackpur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.688695,88.429929,7445780.552,14049.92365,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700128,11395,700128,Badu North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.679111,88.518704,61599983.46,60227.88749,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700129,11396,700129,Madhyamgram,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.682746,88.474649,10415114.83,21720.96017,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700136,11397,700136,Rajarhat Gopalpur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.627732,88.444544,7263490.338,16113.22545,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700155,11417,700155,Abdalpur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.697862,88.478695,3582180.568,9155.629465,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
700156,11418,700156,New Town,S.O,West Bengal Circle,Kolkata Region,Kolkata East Division,West Bengal,24 Paraganas North,India,22.573821,88.461551,7824152.791,20522.8822,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743133,11886,743133,Garulia,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.857704,88.486335,25093057.55,26151.7901,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743134,11889,743134,Halishahar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.942337,88.422071,5785204.498,11034.11214,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743135,11915,743135,Lalkuthi,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.914787,88.413414,4564947.06,10467.38319,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743136,11930,743136,Nabanagar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.926818,88.419723,4214612.379,11858.89946,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743435,11939,743435,Hingalganj,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.447596,88.946094,118112303.3,57076.86014,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743144,12249,743144,Ichapur Rifle Factory,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.804435,88.372555,14167336.71,20616.57416,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743194,12251,743194,Kelabagan,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.860917,88.391361,4665433.612,9725.544334,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743289,12261,743289,Maslandapur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.840923,88.743966,23840822.99,35899.35329,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743292,12272,743292,Itinda,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.697653,88.903257,61112884.16,45532.92803,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743122,12290,743122,Bengal Enamel,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.785782,88.353078,5701940.917,12055.15243,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743123,12292,743123,Bhatpara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.873681,88.407051,992456.3892,5240.612365,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743124,12294,743124,ESDM,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.852489,88.37619,899289.8414,3792.989379,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743125,12302,743125,Gupter Bagan,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.844921,88.404326,6139785.577,13081.64152,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743126,12304,743126,Kankinara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.834366,88.45017,38885853.01,33671.66866,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743130,12308,743130,Dogachia,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.867724,88.425546,2385296.877,6511.918437,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743127,12309,743127,Feeder Road,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.815951,88.401436,25901961.22,29083.48269,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743128,12310,743128,Athpur,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.846054,88.383378,2016558.939,7461.16891,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743129,12311,743129,Fingapara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.859334,88.40629,7198968.895,14777.57279,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743145,12312,743145,Kanchrapara,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.914339,88.482347,40790211.97,47160.19662,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743165,12313,743165,Naihati Anandabazar,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.89129,88.418628,8313891.639,13191.96908,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743166,12314,743166,Gorifa,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.889454,88.449725,24204277.5,29454.30133,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743193,12315,743193,Kampa,S.O,West Bengal Circle,Kolkata Region,North Presidency Division,West Bengal,24 Paraganas North,India,22.939817,88.446691,11445375.21,18401.60439,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743221,12316,743221,Arkhali Amdanga,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.838903,88.517444,41530273.74,48320.4077,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743222,12317,743222,Asoknagar R/s,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.845985,88.57687,9187445.325,17037.91839,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743223,12318,743223,Haripur North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.845391,88.640798,3292191.16,8783.498278,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743232,12319,743232,Bagdah,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.19782,88.916263,75009807.07,80365.75558,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743233,12320,743233,Banipur North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.810517,88.652673,4497634.024,13954.83619,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743234,12321,743234,Bira Ballavepara,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.786318,88.574437,60938774.71,82055.89515,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743235,12322,743235,Korarbagan,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.056861,88.823964,131294067.8,98825.45035,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743293,12323,743293,Jadurhati,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.719624,88.732505,32499870.35,32668.09929,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743245,12324,743245,Chand Para Bazar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.958651,88.811256,113688184.3,80959.31782,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743247,12325,743247,Dakshin Chatra,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.84991,88.809297,66261912.71,54675.34668,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743248,12326,743248,Duttapukur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.761532,88.53784,21460176.18,41422.1168,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743249,12327,743249,Gaighata,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.928607,88.708025,95375111.24,61556.31781,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743251,12329,743251,Ganrapota,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.147271,88.827347,161311352.9,96196.67956,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743252,12330,743252,Gobardanga,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.884898,88.750816,35609565.77,44752.92812,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743262,12331,743262,Gopalnagar North 24 Parganas,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.05639,88.708539,65533622.61,91435.45361,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743263,12332,743263,Habra,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.847373,88.686236,57323822.16,57833.86118,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743268,12333,743268,Habra Prafulla Nagar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.856427,88.655995,6465016.681,12927.26663,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743270,12335,743270,Helencha Colony,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.210675,88.834811,45121473.72,47709.04234,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743271,12336,743271,Hijalpukuria,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.808621,88.692732,25067653.4,34083.02069,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743272,12337,743272,Kalyangarh,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.861119,88.614831,54128399.82,52307.89904,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743286,12338,743286,Swarupnagar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.823222,88.862422,50181598.37,51716.35235,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743273,12339,743273,Khantura,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.890332,88.869474,124871471.5,94044.24696,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743287,12340,743287,Thakurnagar,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.921257,88.770631,13739767.75,25194.29884,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743290,12341,743290,Nahata,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.984761,88.682941,51611148.81,54937.29714,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743291,12342,743291,Champapukur,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.634867,88.813448,39208286.61,37688.80911,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743294,12343,743294,Chhoto Jagulia,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.724339,88.533762,52538491.61,55927.61741,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743297,12344,743297,Sindrani,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.195822,88.747166,78134909.74,62089.449,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743329,12347,743329,Canning Town,S.O,West Bengal Circle,Kolkata Region,South Presidency Division,West Bengal,24 Paraganas North,India,22.290992,88.697647,427205051,204626.8557,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743401,12379,743401,Baduria,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.762191,88.795127,117637604.1,82946.4471,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743405,12380,743405,Petrapole,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,23.041613,88.861764,20675866.13,22846.47071,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743411,12381,743411,Basirhat,H.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.653125,88.856105,29736397.46,40295.70953,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743412,12382,743412,Basirhat College,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.640824,88.883363,11232746.78,33822.64975,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743422,12383,743422,Bhabla,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.608588,88.85438,41484201.79,47044.45224,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
743423,12384,743423,Deganga,S.O,West Bengal Circle,Kolkata Region,Barasat Division,West Bengal,24 Paraganas North,India,22.685992,88.620622,154312591.3,99912.21039,Polygon,16310.2986,69512.3681,35551.3125,33961.0556
